"BehaviorSpace results (NetLogo 6.2.0)"
"FlockingAnalisisRailsBack.nlogo"
"meanFlockmates"
"09/10/2021 14:19:33:263 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","max-cohere-turn","max-separate-turn","vision","minimum-separation","population","max-align-turn","[step]","mean [count flockmates] of turtles"
"1","3","1.5","3","1","300","5","318","7.673333333333333"
"2","3","1.5","3","1","300","5","309","7.773333333333333"
"3","3","1.5","3","1","300","5","331","6.94"
"1","3","1.5","3","1","300","5","319","7.746666666666667"
"2","3","1.5","3","1","300","5","310","7.773333333333333"
"3","3","1.5","3","1","300","5","332","6.993333333333333"
"1","3","1.5","3","1","300","5","320","7.766666666666667"
"2","3","1.5","3","1","300","5","311","7.713333333333333"
"3","3","1.5","3","1","300","5","333","7.04"
"1","3","1.5","3","1","300","5","321","7.766666666666667"
"3","3","1.5","3","1","300","5","334","7"
"2","3","1.5","3","1","300","5","312","7.64"
"1","3","1.5","3","1","300","5","322","7.84"
"3","3","1.5","3","1","300","5","335","7"
"2","3","1.5","3","1","300","5","313","7.5"
"4","3","1.5","3","1","300","5","327","6.68"
"2","3","1.5","3","1","300","5","314","7.44"
"3","3","1.5","3","1","300","5","336","6.92"
"4","3","1.5","3","1","300","5","328","6.7"
"2","3","1.5","3","1","300","5","315","7.36"
"3","3","1.5","3","1","300","5","337","6.933333333333334"
"4","3","1.5","3","1","300","5","329","6.72"
"3","3","1.5","3","1","300","5","338","6.873333333333333"
"2","3","1.5","3","1","300","5","316","7.24"
"4","3","1.5","3","1","300","5","330","6.773333333333333"
"1","3","1.5","3","1","300","5","323","7.786666666666667"
"3","3","1.5","3","1","300","5","339","6.786666666666667"
"2","3","1.5","3","1","300","5","317","7.1466666666666665"
"4","3","1.5","3","1","300","5","331","6.846666666666667"
"3","3","1.5","3","1","300","5","340","6.726666666666667"
"2","3","1.5","3","1","300","5","318","7.1066666666666665"
"1","3","1.5","3","1","300","5","324","7.773333333333333"
"4","3","1.5","3","1","300","5","332","6.92"
"3","3","1.5","3","1","300","5","341","6.773333333333333"
"2","3","1.5","3","1","300","5","319","7.06"
"1","3","1.5","3","1","300","5","325","7.68"
"4","3","1.5","3","1","300","5","333","6.973333333333334"
"2","3","1.5","3","1","300","5","320","7.02"
"3","3","1.5","3","1","300","5","342","6.886666666666667"
"4","3","1.5","3","1","300","5","334","6.906666666666666"
"1","3","1.5","3","1","300","5","326","7.633333333333334"
"2","3","1.5","3","1","300","5","321","6.913333333333333"
"4","3","1.5","3","1","300","5","335","6.953333333333333"
"1","3","1.5","3","1","300","5","327","7.48"
"2","3","1.5","3","1","300","5","322","6.913333333333333"
"4","3","1.5","3","1","300","5","336","7.033333333333333"
"1","3","1.5","3","1","300","5","328","7.426666666666667"
"2","3","1.5","3","1","300","5","323","6.98"
"4","3","1.5","3","1","300","5","337","7.06"
"1","3","1.5","3","1","300","5","329","7.406666666666666"
"3","3","1.5","3","1","300","5","343","6.88"
"2","3","1.5","3","1","300","5","324","6.966666666666667"
"4","3","1.5","3","1","300","5","338","7.093333333333334"
"1","3","1.5","3","1","300","5","330","7.266666666666667"
"3","3","1.5","3","1","300","5","344","7.04"
"4","3","1.5","3","1","300","5","339","7.153333333333333"
"1","3","1.5","3","1","300","5","331","7.266666666666667"
"2","3","1.5","3","1","300","5","325","7.073333333333333"
"3","3","1.5","3","1","300","5","345","7.133333333333334"
"4","3","1.5","3","1","300","5","340","7.213333333333333"
"1","3","1.5","3","1","300","5","332","7.226666666666667"
"3","3","1.5","3","1","300","5","346","7.246666666666667"
"4","3","1.5","3","1","300","5","341","7.193333333333333"
"1","3","1.5","3","1","300","5","333","7.2"
"3","3","1.5","3","1","300","5","347","7.3533333333333335"
"1","3","1.5","3","1","300","5","334","7.206666666666667"
"4","3","1.5","3","1","300","5","342","7.073333333333333"
"2","3","1.5","3","1","300","5","326","7.1466666666666665"
"3","3","1.5","3","1","300","5","348","7.433333333333334"
"4","3","1.5","3","1","300","5","343","7.1066666666666665"
"1","3","1.5","3","1","300","5","335","7.273333333333333"
"2","3","1.5","3","1","300","5","327","7.266666666666667"
"3","3","1.5","3","1","300","5","349","7.513333333333334"
"4","3","1.5","3","1","300","5","344","7.06"
"1","3","1.5","3","1","300","5","336","7.32"
"2","3","1.5","3","1","300","5","328","7.373333333333333"
"3","3","1.5","3","1","300","5","350","7.593333333333334"
"1","3","1.5","3","1","300","5","337","7.386666666666667"
"3","3","1.5","3","1","300","5","351","7.6466666666666665"
"1","3","1.5","3","1","300","5","338","7.366666666666666"
"2","3","1.5","3","1","300","5","329","7.526666666666666"
"3","3","1.5","3","1","300","5","352","7.74"
"1","3","1.5","3","1","300","5","339","7.273333333333333"
"2","3","1.5","3","1","300","5","330","7.6466666666666665"
"3","3","1.5","3","1","300","5","353","7.726666666666667"
"4","3","1.5","3","1","300","5","345","7.073333333333333"
"1","3","1.5","3","1","300","5","340","7.193333333333333"
"2","3","1.5","3","1","300","5","331","7.7"
"3","3","1.5","3","1","300","5","354","7.746666666666667"
"4","3","1.5","3","1","300","5","346","7.053333333333334"
"2","3","1.5","3","1","300","5","332","7.706666666666667"
"4","3","1.5","3","1","300","5","347","7.1066666666666665"
"3","3","1.5","3","1","300","5","355","7.666666666666667"
"2","3","1.5","3","1","300","5","333","7.733333333333333"
"4","3","1.5","3","1","300","5","348","7.08"
"3","3","1.5","3","1","300","5","356","7.62"
"2","3","1.5","3","1","300","5","334","7.8133333333333335"
"4","3","1.5","3","1","300","5","349","7.1066666666666665"
"3","3","1.5","3","1","300","5","357","7.533333333333333"
"1","3","1.5","3","1","300","5","341","7.226666666666667"
"2","3","1.5","3","1","300","5","335","7.786666666666667"
"4","3","1.5","3","1","300","5","350","7.126666666666667"
"3","3","1.5","3","1","300","5","358","7.48"
"2","3","1.5","3","1","300","5","336","7.773333333333333"
"1","3","1.5","3","1","300","5","342","7.253333333333333"
"4","3","1.5","3","1","300","5","351","7.12"
"3","3","1.5","3","1","300","5","359","7.573333333333333"
"2","3","1.5","3","1","300","5","337","7.733333333333333"
"1","3","1.5","3","1","300","5","343","7.1866666666666665"
"4","3","1.5","3","1","300","5","352","7.16"
"3","3","1.5","3","1","300","5","360","7.553333333333334"
"2","3","1.5","3","1","300","5","338","7.72"
"4","3","1.5","3","1","300","5","353","7.16"
"1","3","1.5","3","1","300","5","344","7.2"
"2","3","1.5","3","1","300","5","339","7.726666666666667"
"4","3","1.5","3","1","300","5","354","7.1466666666666665"
"1","3","1.5","3","1","300","5","345","7.233333333333333"
"2","3","1.5","3","1","300","5","340","7.793333333333333"
"4","3","1.5","3","1","300","5","355","7.153333333333333"
"1","3","1.5","3","1","300","5","346","7.246666666666667"
"2","3","1.5","3","1","300","5","341","7.793333333333333"
"4","3","1.5","3","1","300","5","356","7.133333333333334"
"3","3","1.5","3","1","300","5","361","7.48"
"1","3","1.5","3","1","300","5","347","7.22"
"4","3","1.5","3","1","300","5","357","7.153333333333333"
"3","3","1.5","3","1","300","5","362","7.486666666666666"
"1","3","1.5","3","1","300","5","348","7.206666666666667"
"4","3","1.5","3","1","300","5","358","7.153333333333333"
"3","3","1.5","3","1","300","5","363","7.453333333333333"
"1","3","1.5","3","1","300","5","349","7.233333333333333"
"4","3","1.5","3","1","300","5","359","7.133333333333334"
"3","3","1.5","3","1","300","5","364","7.3133333333333335"
"1","3","1.5","3","1","300","5","350","7.273333333333333"
"2","3","1.5","3","1","300","5","342","7.886666666666667"
"4","3","1.5","3","1","300","5","360","7.2"
"3","3","1.5","3","1","300","5","365","7.273333333333333"
"1","3","1.5","3","1","300","5","351","7.326666666666667"
"2","3","1.5","3","1","300","5","343","7.926666666666667"
"4","3","1.5","3","1","300","5","361","7.28"
"3","3","1.5","3","1","300","5","366","7.213333333333333"
"1","3","1.5","3","1","300","5","352","7.3"
"4","3","1.5","3","1","300","5","362","7.413333333333333"
"2","3","1.5","3","1","300","5","344","8.14"
"3","3","1.5","3","1","300","5","367","7.166666666666667"
"1","3","1.5","3","1","300","5","353","7.32"
"4","3","1.5","3","1","300","5","363","7.433333333333334"
"3","3","1.5","3","1","300","5","368","7.086666666666667"
"2","3","1.5","3","1","300","5","345","8.233333333333333"
"1","3","1.5","3","1","300","5","354","7.44"
"3","3","1.5","3","1","300","5","369","7.046666666666667"
"2","3","1.5","3","1","300","5","346","8.286666666666667"
"1","3","1.5","3","1","300","5","355","7.56"
"3","3","1.5","3","1","300","5","370","7.033333333333333"
"2","3","1.5","3","1","300","5","347","8.386666666666667"
"1","3","1.5","3","1","300","5","356","7.573333333333333"
"2","3","1.5","3","1","300","5","348","8.306666666666667"
"3","3","1.5","3","1","300","5","371","6.946666666666666"
"1","3","1.5","3","1","300","5","357","7.62"
"4","3","1.5","3","1","300","5","364","7.453333333333333"
"2","3","1.5","3","1","300","5","349","8.233333333333333"
"3","3","1.5","3","1","300","5","372","6.933333333333334"
"1","3","1.5","3","1","300","5","358","7.713333333333333"
"4","3","1.5","3","1","300","5","365","7.326666666666667"
"2","3","1.5","3","1","300","5","350","8.186666666666667"
"3","3","1.5","3","1","300","5","373","7.046666666666667"
"4","3","1.5","3","1","300","5","366","7.273333333333333"
"2","3","1.5","3","1","300","5","351","7.92"
"3","3","1.5","3","1","300","5","374","7.02"
"4","3","1.5","3","1","300","5","367","7.253333333333333"
"2","3","1.5","3","1","300","5","352","7.846666666666667"
"3","3","1.5","3","1","300","5","375","7.013333333333334"
"4","3","1.5","3","1","300","5","368","7.2"
"2","3","1.5","3","1","300","5","353","7.7"
"1","3","1.5","3","1","300","5","359","7.66"
"4","3","1.5","3","1","300","5","369","7.2"
"3","3","1.5","3","1","300","5","376","7.013333333333334"
"2","3","1.5","3","1","300","5","354","7.62"
"4","3","1.5","3","1","300","5","370","7.24"
"3","3","1.5","3","1","300","5","377","7.04"
"1","3","1.5","3","1","300","5","360","7.6466666666666665"
"2","3","1.5","3","1","300","5","355","7.54"
"4","3","1.5","3","1","300","5","371","7.32"
"3","3","1.5","3","1","300","5","378","7.12"
"2","3","1.5","3","1","300","5","356","7.486666666666666"
"1","3","1.5","3","1","300","5","361","7.7"
"4","3","1.5","3","1","300","5","372","7.32"
"2","3","1.5","3","1","300","5","357","7.42"
"1","3","1.5","3","1","300","5","362","7.726666666666667"
"3","3","1.5","3","1","300","5","379","7.166666666666667"
"4","3","1.5","3","1","300","5","373","7.373333333333333"
"2","3","1.5","3","1","300","5","358","7.326666666666667"
"1","3","1.5","3","1","300","5","363","7.806666666666667"
"3","3","1.5","3","1","300","5","380","7.18"
"4","3","1.5","3","1","300","5","374","7.406666666666666"
"2","3","1.5","3","1","300","5","359","7.306666666666667"
"1","3","1.5","3","1","300","5","364","7.8933333333333335"
"3","3","1.5","3","1","300","5","381","7.233333333333333"
"4","3","1.5","3","1","300","5","375","7.493333333333333"
"1","3","1.5","3","1","300","5","365","7.833333333333333"
"3","3","1.5","3","1","300","5","382","7.326666666666667"
"2","3","1.5","3","1","300","5","360","7.266666666666667"
"4","3","1.5","3","1","300","5","376","7.513333333333334"
"1","3","1.5","3","1","300","5","366","7.833333333333333"
"3","3","1.5","3","1","300","5","383","7.34"
"4","3","1.5","3","1","300","5","377","7.493333333333333"
"1","3","1.5","3","1","300","5","367","7.793333333333333"
"2","3","1.5","3","1","300","5","361","7.3"
"3","3","1.5","3","1","300","5","384","7.38"
"4","3","1.5","3","1","300","5","378","7.466666666666667"
"1","3","1.5","3","1","300","5","368","7.673333333333333"
"2","3","1.5","3","1","300","5","362","7.3"
"3","3","1.5","3","1","300","5","385","7.386666666666667"
"4","3","1.5","3","1","300","5","379","7.54"
"1","3","1.5","3","1","300","5","369","7.693333333333333"
"3","3","1.5","3","1","300","5","386","7.5"
"2","3","1.5","3","1","300","5","363","7.333333333333333"
"4","3","1.5","3","1","300","5","380","7.54"
"1","3","1.5","3","1","300","5","370","7.78"
"3","3","1.5","3","1","300","5","387","7.573333333333333"
"4","3","1.5","3","1","300","5","381","7.6866666666666665"
"2","3","1.5","3","1","300","5","364","7.4"
"1","3","1.5","3","1","300","5","371","7.76"
"3","3","1.5","3","1","300","5","388","7.56"
"1","3","1.5","3","1","300","5","372","7.74"
"2","3","1.5","3","1","300","5","365","7.433333333333334"
"3","3","1.5","3","1","300","5","389","7.52"
"1","3","1.5","3","1","300","5","373","7.72"
"2","3","1.5","3","1","300","5","366","7.506666666666667"
"3","3","1.5","3","1","300","5","390","7.473333333333334"
"1","3","1.5","3","1","300","5","374","7.753333333333333"
"2","3","1.5","3","1","300","5","367","7.586666666666667"
"4","3","1.5","3","1","300","5","382","7.753333333333333"
"3","3","1.5","3","1","300","5","391","7.44"
"1","3","1.5","3","1","300","5","375","7.76"
"2","3","1.5","3","1","300","5","368","7.7"
"3","3","1.5","3","1","300","5","392","7.446666666666666"
"4","3","1.5","3","1","300","5","383","7.666666666666667"
"1","3","1.5","3","1","300","5","376","7.68"
"2","3","1.5","3","1","300","5","369","7.746666666666667"
"3","3","1.5","3","1","300","5","393","7.413333333333333"
"4","3","1.5","3","1","300","5","384","7.633333333333334"
"2","3","1.5","3","1","300","5","370","7.826666666666667"
"3","3","1.5","3","1","300","5","394","7.44"
"4","3","1.5","3","1","300","5","385","7.52"
"2","3","1.5","3","1","300","5","371","7.766666666666667"
"3","3","1.5","3","1","300","5","395","7.52"
"4","3","1.5","3","1","300","5","386","7.413333333333333"
"2","3","1.5","3","1","300","5","372","7.78"
"3","3","1.5","3","1","300","5","396","7.48"
"4","3","1.5","3","1","300","5","387","7.38"
"2","3","1.5","3","1","300","5","373","7.74"
"4","3","1.5","3","1","300","5","388","7.28"
"1","3","1.5","3","1","300","5","377","7.573333333333333"
"2","3","1.5","3","1","300","5","374","7.68"
"4","3","1.5","3","1","300","5","389","7.24"
"1","3","1.5","3","1","300","5","378","7.493333333333333"
"2","3","1.5","3","1","300","5","375","7.64"
"4","3","1.5","3","1","300","5","390","7.2"
"1","3","1.5","3","1","300","5","379","7.42"
"2","3","1.5","3","1","300","5","376","7.7"
"3","3","1.5","3","1","300","5","397","7.526666666666666"
"4","3","1.5","3","1","300","5","391","7.16"
"1","3","1.5","3","1","300","5","380","7.3933333333333335"
"3","3","1.5","3","1","300","5","398","7.546666666666667"
"4","3","1.5","3","1","300","5","392","7.08"
"1","3","1.5","3","1","300","5","381","7.426666666666667"
"3","3","1.5","3","1","300","5","399","7.48"
"4","3","1.5","3","1","300","5","393","7.113333333333333"
"1","3","1.5","3","1","300","5","382","7.486666666666666"
"3","3","1.5","3","1","300","5","400","7.433333333333334"
"4","3","1.5","3","1","300","5","394","7.113333333333333"
"1","3","1.5","3","1","300","5","383","7.506666666666667"
"3","3","1.5","3","1","300","5","401","7.513333333333334"
"4","3","1.5","3","1","300","5","395","7.14"
"1","3","1.5","3","1","300","5","384","7.5"
"3","3","1.5","3","1","300","5","402","7.406666666666666"
"4","3","1.5","3","1","300","5","396","7.273333333333333"
"1","3","1.5","3","1","300","5","385","7.54"
"3","3","1.5","3","1","300","5","403","7.386666666666667"
"4","3","1.5","3","1","300","5","397","7.273333333333333"
"1","3","1.5","3","1","300","5","386","7.593333333333334"
"3","3","1.5","3","1","300","5","404","7.466666666666667"
"4","3","1.5","3","1","300","5","398","7.28"
"1","3","1.5","3","1","300","5","387","7.613333333333333"
"3","3","1.5","3","1","300","5","405","7.493333333333333"
"4","3","1.5","3","1","300","5","399","7.326666666666667"
"1","3","1.5","3","1","300","5","388","7.626666666666667"
"3","3","1.5","3","1","300","5","406","7.486666666666666"
"2","3","1.5","3","1","300","5","377","7.586666666666667"
"1","3","1.5","3","1","300","5","389","7.6866666666666665"
"3","3","1.5","3","1","300","5","407","7.533333333333333"
"2","3","1.5","3","1","300","5","378","7.6066666666666665"
"1","3","1.5","3","1","300","5","390","7.62"
"2","3","1.5","3","1","300","5","379","7.593333333333334"
"3","3","1.5","3","1","300","5","408","7.54"
"1","3","1.5","3","1","300","5","391","7.68"
"3","3","1.5","3","1","300","5","409","7.486666666666666"
"2","3","1.5","3","1","300","5","380","7.653333333333333"
"4","3","1.5","3","1","300","5","400","7.32"
"1","3","1.5","3","1","300","5","392","7.74"
"3","3","1.5","3","1","300","5","410","7.48"
"2","3","1.5","3","1","300","5","381","7.626666666666667"
"4","3","1.5","3","1","300","5","401","7.173333333333333"
"1","3","1.5","3","1","300","5","393","7.78"
"2","3","1.5","3","1","300","5","382","7.533333333333333"
"3","3","1.5","3","1","300","5","411","7.5"
"4","3","1.5","3","1","300","5","402","7.24"
"3","3","1.5","3","1","300","5","412","7.546666666666667"
"2","3","1.5","3","1","300","5","383","7.513333333333334"
"3","3","1.5","3","1","300","5","413","7.593333333333334"
"4","3","1.5","3","1","300","5","403","7.2"
"2","3","1.5","3","1","300","5","384","7.473333333333334"
"3","3","1.5","3","1","300","5","414","7.62"
"4","3","1.5","3","1","300","5","404","7.073333333333333"
"2","3","1.5","3","1","300","5","385","7.493333333333333"
"1","3","1.5","3","1","300","5","394","7.84"
"4","3","1.5","3","1","300","5","405","7.093333333333334"
"2","3","1.5","3","1","300","5","386","7.48"
"1","3","1.5","3","1","300","5","395","7.94"
"4","3","1.5","3","1","300","5","406","7.126666666666667"
"2","3","1.5","3","1","300","5","387","7.473333333333334"
"1","3","1.5","3","1","300","5","396","8.106666666666667"
"4","3","1.5","3","1","300","5","407","7.093333333333334"
"2","3","1.5","3","1","300","5","388","7.486666666666666"
"4","3","1.5","3","1","300","5","408","7.033333333333333"
"1","3","1.5","3","1","300","5","397","8.066666666666666"
"3","3","1.5","3","1","300","5","415","7.6466666666666665"
"2","3","1.5","3","1","300","5","389","7.426666666666667"
"4","3","1.5","3","1","300","5","409","6.973333333333334"
"1","3","1.5","3","1","300","5","398","8.126666666666667"
"2","3","1.5","3","1","300","5","390","7.406666666666666"
"4","3","1.5","3","1","300","5","410","6.973333333333334"
"3","3","1.5","3","1","300","5","416","7.6866666666666665"
"1","3","1.5","3","1","300","5","399","8.113333333333333"
"2","3","1.5","3","1","300","5","391","7.44"
"4","3","1.5","3","1","300","5","411","6.966666666666667"
"3","3","1.5","3","1","300","5","417","7.8133333333333335"
"1","3","1.5","3","1","300","5","400","8.16"
"2","3","1.5","3","1","300","5","392","7.34"
"4","3","1.5","3","1","300","5","412","6.966666666666667"
"3","3","1.5","3","1","300","5","418","7.84"
"1","3","1.5","3","1","300","5","401","8.18"
"2","3","1.5","3","1","300","5","393","7.406666666666666"
"4","3","1.5","3","1","300","5","413","6.8933333333333335"
"3","3","1.5","3","1","300","5","419","7.8933333333333335"
"1","3","1.5","3","1","300","5","402","8.22"
"2","3","1.5","3","1","300","5","394","7.533333333333333"
"4","3","1.5","3","1","300","5","414","6.806666666666667"
"3","3","1.5","3","1","300","5","420","7.92"
"1","3","1.5","3","1","300","5","403","8.16"
"4","3","1.5","3","1","300","5","415","6.826666666666667"
"3","3","1.5","3","1","300","5","421","7.8933333333333335"
"1","3","1.5","3","1","300","5","404","8.173333333333334"
"4","3","1.5","3","1","300","5","416","6.806666666666667"
"3","3","1.5","3","1","300","5","422","7.833333333333333"
"1","3","1.5","3","1","300","5","405","8.133333333333333"
"4","3","1.5","3","1","300","5","417","6.793333333333333"
"3","3","1.5","3","1","300","5","423","7.773333333333333"
"1","3","1.5","3","1","300","5","406","8.14"
"3","3","1.5","3","1","300","5","424","7.706666666666667"
"1","3","1.5","3","1","300","5","407","8.186666666666667"
"3","3","1.5","3","1","300","5","425","7.64"
"1","3","1.5","3","1","300","5","408","8.153333333333334"
"3","3","1.5","3","1","300","5","426","7.593333333333334"
"2","3","1.5","3","1","300","5","395","7.593333333333334"
"1","3","1.5","3","1","300","5","409","8.28"
"3","3","1.5","3","1","300","5","427","7.6066666666666665"
"2","3","1.5","3","1","300","5","396","7.573333333333333"
"1","3","1.5","3","1","300","5","410","8.253333333333334"
"1","3","1.5","3","1","300","5","411","8.34"
"3","3","1.5","3","1","300","5","428","7.633333333333334"
"2","3","1.5","3","1","300","5","397","7.566666666666666"
"4","3","1.5","3","1","300","5","418","6.6866666666666665"
"3","3","1.5","3","1","300","5","429","7.566666666666666"
"2","3","1.5","3","1","300","5","398","7.633333333333334"
"4","3","1.5","3","1","300","5","419","6.6466666666666665"
"3","3","1.5","3","1","300","5","430","7.56"
"2","3","1.5","3","1","300","5","399","7.666666666666667"
"4","3","1.5","3","1","300","5","420","6.733333333333333"
"3","3","1.5","3","1","300","5","431","7.54"
"2","3","1.5","3","1","300","5","400","7.6066666666666665"
"4","3","1.5","3","1","300","5","421","6.806666666666667"
"1","3","1.5","3","1","300","5","412","8.386666666666667"
"3","3","1.5","3","1","300","5","432","7.573333333333333"
"2","3","1.5","3","1","300","5","401","7.626666666666667"
"4","3","1.5","3","1","300","5","422","6.766666666666667"
"1","3","1.5","3","1","300","5","413","8.406666666666666"
"2","3","1.5","3","1","300","5","402","7.6"
"4","3","1.5","3","1","300","5","423","6.826666666666667"
"1","3","1.5","3","1","300","5","414","8.4"
"2","3","1.5","3","1","300","5","403","7.546666666666667"
"4","3","1.5","3","1","300","5","424","6.84"
"1","3","1.5","3","1","300","5","415","8.406666666666666"
"2","3","1.5","3","1","300","5","404","7.513333333333334"
"4","3","1.5","3","1","300","5","425","6.8"
"1","3","1.5","3","1","300","5","416","8.286666666666667"
"2","3","1.5","3","1","300","5","405","7.433333333333334"
"3","3","1.5","3","1","300","5","433","7.533333333333333"
"4","3","1.5","3","1","300","5","426","6.846666666666667"
"1","3","1.5","3","1","300","5","417","8.133333333333333"
"2","3","1.5","3","1","300","5","406","7.433333333333334"
"3","3","1.5","3","1","300","5","434","7.6066666666666665"
"4","3","1.5","3","1","300","5","427","6.906666666666666"
"1","3","1.5","3","1","300","5","418","8.133333333333333"
"2","3","1.5","3","1","300","5","407","7.46"
"3","3","1.5","3","1","300","5","435","7.753333333333333"
"4","3","1.5","3","1","300","5","428","6.946666666666666"
"1","3","1.5","3","1","300","5","419","8.06"
"2","3","1.5","3","1","300","5","408","7.446666666666666"
"3","3","1.5","3","1","300","5","436","7.786666666666667"
"1","3","1.5","3","1","300","5","420","8.013333333333334"
"4","3","1.5","3","1","300","5","429","6.9"
"2","3","1.5","3","1","300","5","409","7.486666666666666"
"3","3","1.5","3","1","300","5","437","7.973333333333334"
"1","3","1.5","3","1","300","5","421","8.1"
"4","3","1.5","3","1","300","5","430","7.02"
"2","3","1.5","3","1","300","5","410","7.3533333333333335"
"3","3","1.5","3","1","300","5","438","8.026666666666667"
"1","3","1.5","3","1","300","5","422","7.993333333333333"
"4","3","1.5","3","1","300","5","431","7.073333333333333"
"2","3","1.5","3","1","300","5","411","7.346666666666667"
"3","3","1.5","3","1","300","5","439","8.08"
"1","3","1.5","3","1","300","5","423","8.033333333333333"
"4","3","1.5","3","1","300","5","432","7.126666666666667"
"3","3","1.5","3","1","300","5","440","8.086666666666666"
"1","3","1.5","3","1","300","5","424","8.1"
"4","3","1.5","3","1","300","5","433","7.153333333333333"
"3","3","1.5","3","1","300","5","441","8.193333333333333"
"1","3","1.5","3","1","300","5","425","7.993333333333333"
"4","3","1.5","3","1","300","5","434","7.14"
"1","3","1.5","3","1","300","5","426","7.913333333333333"
"3","3","1.5","3","1","300","5","442","8.226666666666667"
"4","3","1.5","3","1","300","5","435","7.16"
"3","3","1.5","3","1","300","5","443","8.213333333333333"
"1","3","1.5","3","1","300","5","427","7.926666666666667"
"2","3","1.5","3","1","300","5","412","7.3133333333333335"
"1","3","1.5","3","1","300","5","428","7.92"
"3","3","1.5","3","1","300","5","444","8.146666666666667"
"2","3","1.5","3","1","300","5","413","7.286666666666667"
"1","3","1.5","3","1","300","5","429","7.953333333333333"
"3","3","1.5","3","1","300","5","445","8.086666666666666"
"2","3","1.5","3","1","300","5","414","7.32"
"4","3","1.5","3","1","300","5","436","7.253333333333333"
"3","3","1.5","3","1","300","5","446","8.166666666666666"
"2","3","1.5","3","1","300","5","415","7.446666666666666"
"4","3","1.5","3","1","300","5","437","7.286666666666667"
"3","3","1.5","3","1","300","5","447","8.286666666666667"
"2","3","1.5","3","1","300","5","416","7.506666666666667"
"4","3","1.5","3","1","300","5","438","7.4"
"3","3","1.5","3","1","300","5","448","8.273333333333333"
"1","3","1.5","3","1","300","5","430","8.006666666666666"
"2","3","1.5","3","1","300","5","417","7.56"
"4","3","1.5","3","1","300","5","439","7.493333333333333"
"3","3","1.5","3","1","300","5","449","8.32"
"1","3","1.5","3","1","300","5","431","8.013333333333334"
"2","3","1.5","3","1","300","5","418","7.62"
"4","3","1.5","3","1","300","5","440","7.56"
"1","3","1.5","3","1","300","5","432","8.12"
"4","3","1.5","3","1","300","5","441","7.586666666666667"
"2","3","1.5","3","1","300","5","419","7.713333333333333"
"1","3","1.5","3","1","300","5","433","8.12"
"4","3","1.5","3","1","300","5","442","7.693333333333333"
"2","3","1.5","3","1","300","5","420","7.8133333333333335"
"4","3","1.5","3","1","300","5","443","7.74"
"1","3","1.5","3","1","300","5","434","8.126666666666667"
"2","3","1.5","3","1","300","5","421","7.88"
"3","3","1.5","3","1","300","5","450","8.366666666666667"
"4","3","1.5","3","1","300","5","444","7.8"
"1","3","1.5","3","1","300","5","435","8.106666666666667"
"2","3","1.5","3","1","300","5","422","7.913333333333333"
"3","3","1.5","3","1","300","5","451","8.406666666666666"
"4","3","1.5","3","1","300","5","445","7.873333333333333"
"1","3","1.5","3","1","300","5","436","8.106666666666667"
"2","3","1.5","3","1","300","5","423","8.033333333333333"
"3","3","1.5","3","1","300","5","452","8.486666666666666"
"4","3","1.5","3","1","300","5","446","7.953333333333333"
"1","3","1.5","3","1","300","5","437","8.026666666666667"
"2","3","1.5","3","1","300","5","424","8.006666666666666"
"3","3","1.5","3","1","300","5","453","8.473333333333333"
"4","3","1.5","3","1","300","5","447","7.926666666666667"
"1","3","1.5","3","1","300","5","438","8.033333333333333"
"2","3","1.5","3","1","300","5","425","7.8933333333333335"
"3","3","1.5","3","1","300","5","454","8.48"
"4","3","1.5","3","1","300","5","448","7.8533333333333335"
"2","3","1.5","3","1","300","5","426","7.8133333333333335"
"1","3","1.5","3","1","300","5","439","8.08"
"3","3","1.5","3","1","300","5","455","8.473333333333333"
"4","3","1.5","3","1","300","5","449","7.68"
"2","3","1.5","3","1","300","5","427","7.8133333333333335"
"1","3","1.5","3","1","300","5","440","8.166666666666666"
"3","3","1.5","3","1","300","5","456","8.5"
"4","3","1.5","3","1","300","5","450","7.6066666666666665"
"1","3","1.5","3","1","300","5","441","8.24"
"2","3","1.5","3","1","300","5","428","7.793333333333333"
"3","3","1.5","3","1","300","5","457","8.506666666666666"
"4","3","1.5","3","1","300","5","451","7.62"
"1","3","1.5","3","1","300","5","442","8.213333333333333"
"2","3","1.5","3","1","300","5","429","7.806666666666667"
"3","3","1.5","3","1","300","5","458","8.393333333333333"
"4","3","1.5","3","1","300","5","452","7.666666666666667"
"1","3","1.5","3","1","300","5","443","8.386666666666667"
"3","3","1.5","3","1","300","5","459","8.4"
"4","3","1.5","3","1","300","5","453","7.633333333333334"
"1","3","1.5","3","1","300","5","444","8.413333333333334"
"3","3","1.5","3","1","300","5","460","8.426666666666666"
"1","3","1.5","3","1","300","5","445","8.446666666666667"
"4","3","1.5","3","1","300","5","454","7.586666666666667"
"3","3","1.5","3","1","300","5","461","8.366666666666667"
"1","3","1.5","3","1","300","5","446","8.373333333333333"
"2","3","1.5","3","1","300","5","430","7.833333333333333"
"4","3","1.5","3","1","300","5","455","7.54"
"3","3","1.5","3","1","300","5","462","8.433333333333334"
"1","3","1.5","3","1","300","5","447","8.406666666666666"
"4","3","1.5","3","1","300","5","456","7.42"
"3","3","1.5","3","1","300","5","463","8.353333333333333"
